"","PDGFNS2_aligned.bam"
"ENSRNOG00000068936",0
"ENSRNOG00000068312",0
"ENSRNOG00000016998",1026
"ENSRNOG00000002609",127
"ENSRNOG00000014264",68
"ENSRNOG00000002480",240
"ENSRNOG00000062602",0
"ENSRNOG00000018200",0
"ENSRNOG00000014019",466
"ENSRNOG00000002461",5548
"ENSRNOG00000017803",264
"ENSRNOG00000014460",1297
"ENSRNOG00000018110",1474
"ENSRNOG00000049614",136
"ENSRNOG00000018478",0
"ENSRNOG00000017866",806
"ENSRNOG00000014007",20
"ENSRNOG00000014361",74
"ENSRNOG00000055012",1068
"ENSRNOG00000015288",1242
"ENSRNOG00000014702",0
"ENSRNOG00000017988",138
"ENSRNOG00000058094",3305
"ENSRNOG00000023831",0
"ENSRNOG00000038331",0
"ENSRNOG00000050209",0
"ENSRNOG00000066344",767
"ENSRNOG00000018202",0
"ENSRNOG00000016497",209
"ENSRNOG00000067756",0
"ENSRNOG00000030442",7486
"ENSRNOG00000038361",0
"ENSRNOG00000040116",0
"ENSRNOG00000067517",171
"ENSRNOG00000017987",2
"ENSRNOG00000027229",395
"ENSRNOG00000019336",71
"ENSRNOG00000015522",769
"ENSRNOG00000017644",699
"ENSRNOG00000019096",4
"ENSRNOG00000014548",1528
"ENSRNOG00000018886",1375
"ENSRNOG00000069985",44
"ENSRNOG00000018999",463
"ENSRNOG00000063174",0
"ENSRNOG00000015101",0
"ENSRNOG00000019027",209
"ENSRNOG00000050332",0
"ENSRNOG00000023661",599
"ENSRNOG00000017991",327
"ENSRNOG00000018554",1418
"ENSRNOG00000018566",7702
"ENSRNOG00000015292",781
"ENSRNOG00000014481",1
"ENSRNOG00000027234",130
"ENSRNOG00000059415",0
"ENSRNOG00000064278",0
"ENSRNOG00000017466",2257
"ENSRNOG00000067224",0
"ENSRNOG00000018044",1440
"ENSRNOG00000013469",6612
"ENSRNOG00000017981",45
"ENSRNOG00000016283",0
"ENSRNOG00000017791",300
"ENSRNOG00000013717",118
"ENSRNOG00000018125",432
"ENSRNOG00000017951",1503
"ENSRNOG00000014886",465
"ENSRNOG00000062407",4
"ENSRNOG00000017904",1232
"ENSRNOG00000067341",62
"ENSRNOG00000018905",0
"ENSRNOG00000016174",472
"ENSRNOG00000069645",0
"ENSRNOG00000059019",0
"ENSRNOG00000018767",237
"ENSRNOG00000026376",0
"ENSRNOG00000063512",0
"ENSRNOG00000022712",2
"ENSRNOG00000024499",1
"ENSRNOG00000065875",8
"ENSRNOG00000015701",1449
"ENSRNOG00000023593",291
"ENSRNOG00000018760",14
"ENSRNOG00000050767",630
"ENSRNOG00000017595",961
"ENSRNOG00000015437",632
"ENSRNOG00000023799",28
"ENSRNOG00000018972",1034
"ENSRNOG00000039379",36
"ENSRNOG00000026132",103
"ENSRNOG00000023778",1175
"ENSRNOG00000057362",0
"ENSRNOG00000017882",223
"ENSRNOG00000014049",255
"ENSRNOG00000023587",544
"ENSRNOG00000066940",0
"ENSRNOG00000024111",16
"ENSRNOG00000013928",487
"ENSRNOG00000023278",588
"ENSRNOG00000013756",298
"ENSRNOG00000031495",167
"ENSRNOG00000016672",7
"ENSRNOG00000017741",440
"ENSRNOG00000032215",512
"ENSRNOG00000017083",0
"ENSRNOG00000016705",1060
"ENSRNOG00000034229",0
"ENSRNOG00000015008",0
"ENSRNOG00000000137",0
"ENSRNOG00000070083",1
"ENSRNOG00000016226",220
"ENSRNOG00000048576",8
"ENSRNOG00000017787",766
"ENSRNOG00000070025",0
"ENSRNOG00000033772",938
"ENSRNOG00000015957",0
"ENSRNOG00000017962",1398
"ENSRNOG00000066714",663
"ENSRNOG00000063669",0
"ENSRNOG00000038761",616
"ENSRNOG00000068561",0
"ENSRNOG00000068554",0
"ENSRNOG00000023334",1083
"ENSRNOG00000039183",73
"ENSRNOG00000001792",3
"ENSRNOG00000001956",703
"ENSRNOG00000002241",238
"ENSRNOG00000003088",652
"ENSRNOG00000028005",0
"ENSRNOG00000032187",0
"ENSRNOG00000031653",185
"ENSRNOG00000001634",5
"ENSRNOG00000001633",3767
"ENSRNOG00000002255",1707
"ENSRNOG00000001806",3
"ENSRNOG00000038370",0
"ENSRNOG00000051711",590
"ENSRNOG00000030387",3
"ENSRNOG00000021469",267
"ENSRNOG00000001809",0
"ENSRNOG00000001821",0
"ENSRNOG00000066346",97
"ENSRNOG00000023463",670
"ENSRNOG00000001816",184
"ENSRNOG00000001627",1621
"ENSRNOG00000021992",0
"ENSRNOG00000001789",1092
"ENSRNOG00000001815",3587
"ENSRNOG00000002701",2
"ENSRNOG00000001785",4134
"ENSRNOG00000001837",0
"ENSRNOG00000038355",0
"ENSRNOG00000023400",928
"ENSRNOG00000069473",0
"ENSRNOG00000026085",371
"ENSRNOG00000031669",8054
"ENSRNOG00000026008",324
"ENSRNOG00000066242",52
"ENSRNOG00000002238",11
"ENSRNOG00000033929",0
"ENSRNOG00000001827",2293
"ENSRNOG00000064199",0
"ENSRNOG00000002176",907
"ENSRNOG00000001770",80
"ENSRNOG00000001797",444
"ENSRNOG00000031801",1026
"ENSRNOG00000061038",0
"ENSRNOG00000002240",787
"ENSRNOG00000043069",357
"ENSRNOG00000047894",4
"ENSRNOG00000002229",335
"ENSRNOG00000001955",0
"ENSRNOG00000063811",1134
"ENSRNOG00000001943",0
"ENSRNOG00000029564",0
"ENSRNOG00000042598",0
"ENSRNOG00000022110",0
"ENSRNOG00000002145",0
"ENSRNOG00000065935",19
"ENSRNOG00000022136",0
"ENSRNOG00000002215",805
"ENSRNOG00000046283",212
"ENSRNOG00000025423",35
"ENSRNOG00000001773",784
"ENSRNOG00000002171",1032
"ENSRNOG00000025055",0
"ENSRNOG00000032327",248
"ENSRNOG00000001708",2473
"ENSRNOG00000034233",1869
"ENSRNOG00000038160",862
"ENSRNOG00000023030",0
"ENSRNOG00000029178",888
"ENSRNOG00000059880",747
"ENSRNOG00000025404",0
"ENSRNOG00000023107",1448
"ENSRNOG00000066784",0
"ENSRNOG00000064614",0
"ENSRNOG00000066258",0
"ENSRNOG00000054334",178
"ENSRNOG00000055586",0
"ENSRNOG00000064186",2
"ENSRNOG00000001776",0
"ENSRNOG00000001764",724
"ENSRNOG00000001765",3
"ENSRNOG00000042289",0
"ENSRNOG00000001762",2183
"ENSRNOG00000054404",0
"ENSRNOG00000048434",0
"ENSRNOG00000001766",183
"ENSRNOG00000002094",976
"ENSRNOG00000001796",112
"ENSRNOG00000001758",217
"ENSRNOG00000002069",1156
"ENSRNOG00000049950",0
"ENSRNOG00000001712",771
"ENSRNOG00000022007",0
"ENSRNOG00000001803",1065
"ENSRNOG00000001707",15
"ENSRNOG00000053301",0
"ENSRNOG00000026458",534
"ENSRNOG00000056574",0
"ENSRNOG00000002141",4146
"ENSRNOG00000001709",5969
"ENSRNOG00000001783",1015
"ENSRNOG00000002013",1
"ENSRNOG00000001706",2019
"ENSRNOG00000001710",381
"ENSRNOG00000002044",124
"ENSRNOG00000001911",0
"ENSRNOG00000001750",38
"ENSRNOG00000013721",302
"ENSRNOG00000060806",0
"ENSRNOG00000058590",0
"ENSRNOG00000042367",0
"ENSRNOG00000039048",140
"ENSRNOG00000002052",26070
"ENSRNOG00000059447",0
"ENSRNOG00000070163",0
"ENSRNOG00000064181",0
"ENSRNOG00000069249",0
"ENSRNOG00000064589",0
"ENSRNOG00000001748",211
"ENSRNOG00000053406",42
"ENSRNOG00000001658",0
"ENSRNOG00000001742",338
"ENSRNOG00000069912",0
"ENSRNOG00000001632",840
"ENSRNOG00000060348",5
"ENSRNOG00000001747",1928
"ENSRNOG00000067977",1
"ENSRNOG00000001757",66
"ENSRNOG00000030983",0
"ENSRNOG00000057815",37
"ENSRNOG00000039850",301
"ENSRNOG00000046969",731
"ENSRNOG00000001647",954
"ENSRNOG00000002046",1
"ENSRNOG00000064973",510
"ENSRNOG00000045770",793
"ENSRNOG00000002041",985
"ENSRNOG00000001746",705
"ENSRNOG00000049686",210
"ENSRNOG00000048861",113
"ENSRNOG00000028077",0
"ENSRNOG00000063031",194
"ENSRNOG00000001786",1173
"ENSRNOG00000001525",2
"ENSRNOG00000001682",4057
"ENSRNOG00000001795",6605
"ENSRNOG00000001738",1735
"ENSRNOG00000046836",5
"ENSRNOG00000039024",78
"ENSRNOG00000001736",409
"ENSRNOG00000046850",4
"ENSRNOG00000068165",0
"ENSRNOG00000003114",139
"ENSRNOG00000062641",0
"ENSRNOG00000001782",488
"ENSRNOG00000063137",0
"ENSRNOG00000067288",1
"ENSRNOG00000066479",0
"ENSRNOG00000028238",0
"ENSRNOG00000001781",62
"ENSRNOG00000042193",0
"ENSRNOG00000064222",36
"ENSRNOG00000039017",260
"ENSRNOG00000046258",0
"ENSRNOG00000028216",0
"ENSRNOG00000026420",1
"ENSRNOG00000022792",0
"ENSRNOG00000001992",3094
"ENSRNOG00000033372",2027
"ENSRNOG00000049693",2
"ENSRNOG00000001953",64
"ENSRNOG00000001719",2410
"ENSRNOG00000057153",240
"ENSRNOG00000058752",284
"ENSRNOG00000001629",470
"ENSRNOG00000002976",3
"ENSRNOG00000001715",178
"ENSRNOG00000063024",0
"ENSRNOG00000027260",673
"ENSRNOG00000027380",3
"ENSRNOG00000001774",2468
"ENSRNOG00000060729",87
"ENSRNOG00000003014",2975
"ENSRNOG00000062944",7
"ENSRNOG00000029529",173
"ENSRNOG00000002999",306
"ENSRNOG00000029912",944
"ENSRNOG00000001527",520
"ENSRNOG00000038868",109
"ENSRNOG00000046981",0
"ENSRNOG00000001652",190
"ENSRNOG00000025946",2822
"ENSRNOG00000002350",0
"ENSRNOG00000001908",0
"ENSRNOG00000038119",0
"ENSRNOG00000001892",0
"ENSRNOG00000031852",2
"ENSRNOG00000000282",0
"ENSRNOG00000000283",281
"ENSRNOG00000048226",1566
"ENSRNOG00000042555",0
"ENSRNOG00000061814",1911
"ENSRNOG00000001793",798
"ENSRNOG00000038987",0
"ENSRNOG00000001623",464
"ENSRNOG00000056716",1031
"ENSRNOG00000001839",0
"ENSRNOG00000053435",0
"ENSRNOG00000001891",28
"ENSRNOG00000068521",0
"ENSRNOG00000062945",48
"ENSRNOG00000002721",1320
"ENSRNOG00000001890",164
"ENSRNOG00000002265",0
"ENSRNOG00000027992",0
"ENSRNOG00000001889",2595
"ENSRNOG00000002906",0
"ENSRNOG00000001794",0
"ENSRNOG00000002833",1289
"ENSRNOG00000001888",211
"ENSRNOG00000001733",1793
"ENSRNOG00000003075",1171
"ENSRNOG00000001752",4
"ENSRNOG00000001962",0
"ENSRNOG00000030246",4
"ENSRNOG00000024924",875
"ENSRNOG00000038881",1
"ENSRNOG00000001963",12
"ENSRNOG00000033623",782
"ENSRNOG00000002797",5
"ENSRNOG00000001875",877
"ENSRNOG00000001976",0
"ENSRNOG00000043345",240
"ENSRNOG00000001618",1
"ENSRNOG00000001754",95
"ENSRNOG00000002746",36308
"ENSRNOG00000067589",136
"ENSRNOG00000001628",0
"ENSRNOG00000001886",414
"ENSRNOG00000001739",1
"ENSRNOG00000070121",62
"ENSRNOG00000001885",295
"ENSRNOG00000001620",287
"ENSRNOG00000002289",0
"ENSRNOG00000001730",5543
"ENSRNOG00000027151",6346
"ENSRNOG00000000281",39
"ENSRNOG00000058687",0
"ENSRNOG00000001880",427
"ENSRNOG00000067813",0
"ENSRNOG00000054045",1
"ENSRNOG00000024960",2
"ENSRNOG00000068260",0
"ENSRNOG00000001621",456
"ENSRNOG00000060852",0
"ENSRNOG00000066140",0
"ENSRNOG00000001884",1120
"ENSRNOG00000002305",0
"ENSRNOG00000041535",0
"ENSRNOG00000040402",0
"ENSRNOG00000055598",63
"ENSRNOG00000001726",22
"ENSRNOG00000046478",0
"ENSRNOG00000050840",1
"ENSRNOG00000035524",1
"ENSRNOG00000049963",0
"ENSRNOG00000035536",0
"ENSRNOG00000037967",337
"ENSRNOG00000068993",0
"ENSRNOG00000035541",0
"ENSRNOG00000046846",0
"ENSRNOG00000035500",0
"ENSRNOG00000048889",0
"ENSRNOG00000001959",9
"ENSRNOG00000035585",0
"ENSRNOG00000040376",0
"ENSRNOG00000066681",1532
"ENSRNOG00000035526",1
"ENSRNOG00000049439",0
"ENSRNOG00000042711",1
"ENSRNOG00000041554",0
"ENSRNOG00000048273",0
"ENSRNOG00000064234",0
"ENSRNOG00000067575",0
"ENSRNOG00000064503",0
"ENSRNOG00000001870",1566
"ENSRNOG00000037983",0
"ENSRNOG00000030314",2085
"ENSRNOG00000061393",0
"ENSRNOG00000068242",1
"ENSRNOG00000040054",0
"ENSRNOG00000001867",763
"ENSRNOG00000051751",0
"ENSRNOG00000001592",1695
"ENSRNOG00000040039",0
"ENSRNOG00000054190",0
"ENSRNOG00000038001",1831
"ENSRNOG00000038835",0
"ENSRNOG00000067668",0
"ENSRNOG00000063259",0
"ENSRNOG00000058167",0
"ENSRNOG00000045728",212
"ENSRNOG00000070582",0
"ENSRNOG00000070808",0
"ENSRNOG00000070861",0
"ENSRNOG00000064806",0
"ENSRNOG00000028648",0
"ENSRNOG00000063723",72
"ENSRNOG00000061283",0
"ENSRNOG00000064720",0
"ENSRNOG00000030984",0
"ENSRNOG00000052338",1
"ENSRNOG00000069948",0
"ENSRNOG00000052562",0
"ENSRNOG00000043471",0
"ENSRNOG00000068634",0
"ENSRNOG00000056025",0
"ENSRNOG00000069664",0
"ENSRNOG00000037957",5
"ENSRNOG00000000288",1620
"ENSRNOG00000066648",0
"ENSRNOG00000068323",0
"ENSRNOG00000066199",3
"ENSRNOG00000056381",0
"ENSRNOG00000068197",0
"ENSRNOG00000054727",0
"ENSRNOG00000063779",0
"ENSRNOG00000001566",0
"ENSRNOG00000051729",0
"ENSRNOG00000059060",0
"ENSRNOG00000002471",34
"ENSRNOG00000001680",92
"ENSRNOG00000053621",0
"ENSRNOG00000050693",0
"ENSRNOG00000056026",0
"ENSRNOG00000001769",332
"ENSRNOG00000056834",0
"ENSRNOG00000069467",0
"ENSRNOG00000042848",30
"ENSRNOG00000052714",0
"ENSRNOG00000060539",0
"ENSRNOG00000023271",651
"ENSRNOG00000001528",1
"ENSRNOG00000056109",0
"ENSRNOG00000037851",501
"ENSRNOG00000054670",0
"ENSRNOG00000056085",0
"ENSRNOG00000064498",6
"ENSRNOG00000070595",0
"ENSRNOG00000065774",0
"ENSRNOG00000068143",0
"ENSRNOG00000063813",8
"ENSRNOG00000058090",0
"ENSRNOG00000071059",0
"ENSRNOG00000002459",17
"ENSRNOG00000065592",38
"ENSRNOG00000070665",0
"ENSRNOG00000001551",330
"ENSRNOG00000063735",0
"ENSRNOG00000068210",0
"ENSRNOG00000065035",9
"ENSRNOG00000040058",0
"ENSRNOG00000053125",0
"ENSRNOG00000062339",42
"ENSRNOG00000064477",0
"ENSRNOG00000030674",0
"ENSRNOG00000002496",2
"ENSRNOG00000056035",0
"ENSRNOG00000056964",553
"ENSRNOG00000064142",543
"ENSRNOG00000001849",4529
"ENSRNOG00000057066",6
"ENSRNOG00000053205",780
"ENSRNOG00000068775",0
"ENSRNOG00000001689",370
"ENSRNOG00000062950",1
"ENSRNOG00000068457",6
"ENSRNOG00000047394",1172
"ENSRNOG00000069704",0
"ENSRNOG00000053629",0
"ENSRNOG00000058660",0
"ENSRNOG00000051434",0
"ENSRNOG00000066320",0
"ENSRNOG00000057568",0
"ENSRNOG00000060082",0
"ENSRNOG00000030920",74
"ENSRNOG00000063446",102
"ENSRNOG00000066003",369
"ENSRNOG00000063810",0
"ENSRNOG00000064256",0
"ENSRNOG00000062757",0
"ENSRNOG00000021891",1599
"ENSRNOG00000069220",1
"ENSRNOG00000027756",1190
"ENSRNOG00000052872",0
"ENSRNOG00000001679",2
"ENSRNOG00000070226",0
"ENSRNOG00000001727",405
"ENSRNOG00000070522",5
"ENSRNOG00000053246",0
"ENSRNOG00000070145",0
"ENSRNOG00000067986",125
"ENSRNOG00000056286",0
"ENSRNOG00000002187",7
"ENSRNOG00000068803",0
"ENSRNOG00000021569",202
"ENSRNOG00000063961",0
"ENSRNOG00000061734",0
"ENSRNOG00000066813",2376
"ENSRNOG00000066195",0
"ENSRNOG00000071064",20
"ENSRNOG00000052928",0
"ENSRNOG00000001829",241
"ENSRNOG00000033933",0
"ENSRNOG00000065454",0
"ENSRNOG00000063620",0
"ENSRNOG00000063692",0
"ENSRNOG00000061658",12
"ENSRNOG00000054745",1
"ENSRNOG00000063379",0
"ENSRNOG00000063237",0
"ENSRNOG00000062557",0
"ENSRNOG00000064530",313
"ENSRNOG00000064725",0
"ENSRNOG00000069380",0
"ENSRNOG00000058468",0
"ENSRNOG00000039689",0
"ENSRNOG00000063170",3053
"ENSRNOG00000057033",0
"ENSRNOG00000068345",6178
"ENSRNOG00000062535",4
"ENSRNOG00000065670",0
"ENSRNOG00000069898",0
"ENSRNOG00000058702",0
"ENSRNOG00000065174",0
"ENSRNOG00000066829",1
"ENSRNOG00000051453",0
"ENSRNOG00000053527",0
"ENSRNOG00000056037",0
"ENSRNOG00000068891",0
"ENSRNOG00000001714",2
"ENSRNOG00000069526",0
"ENSRNOG00000053625",0
"ENSRNOG00000057165",0
"ENSRNOG00000002032",944
"ENSRNOG00000062642",0
"ENSRNOG00000065291",0
"ENSRNOG00000068433",3
"ENSRNOG00000029184",0
"ENSRNOG00000068814",0
"ENSRNOG00000069760",1
"ENSRNOG00000002092",119
"ENSRNOG00000058396",0
"ENSRNOG00000045668",1275
"ENSRNOG00000069502",87
"ENSRNOG00000055491",0
"ENSRNOG00000067652",0
"ENSRNOG00000066937",0
"ENSRNOG00000050898",1
"ENSRNOG00000070389",6
"ENSRNOG00000056031",0
"ENSRNOG00000062985",0
"ENSRNOG00000051898",0
"ENSRNOG00000069619",7
"ENSRNOG00000060476",0
"ENSRNOG00000069129",1
"ENSRNOG00000028638",0
"ENSRNOG00000056119",1
"ENSRNOG00000063192",0
"ENSRNOG00000063822",0
"ENSRNOG00000070188",0
"ENSRNOG00000040063",0
"ENSRNOG00000052768",0
"ENSRNOG00000069048",2
"ENSRNOG00000026870",51
"ENSRNOG00000054228",0
"ENSRNOG00000067473",7
"ENSRNOG00000055311",0
"ENSRNOG00000063214",0
"ENSRNOG00000060986",0
"ENSRNOG00000070128",0
"ENSRNOG00000060264",0
"ENSRNOG00000066127",0
"ENSRNOG00000052026",1
"ENSRNOG00000068094",0
"ENSRNOG00000070046",43
"ENSRNOG00000058838",0
"ENSRNOG00000028670",0
"ENSRNOG00000067170",23
"ENSRNOG00000054912",2
"ENSRNOG00000067715",0
"ENSRNOG00000060035",1
"ENSRNOG00000070580",0
"ENSRNOG00000001704",1381
"ENSRNOG00000063650",0
"ENSRNOG00000069387",0
"ENSRNOG00000068612",0
"ENSRNOG00000060275",0
"ENSRNOG00000068092",0
"ENSRNOG00000062566",0
"ENSRNOG00000001584",395
"ENSRNOG00000062978",1
"ENSRNOG00000070870",0
"ENSRNOG00000069234",0
"ENSRNOG00000060397",0
"ENSRNOG00000028658",0
"ENSRNOG00000052098",0
"ENSRNOG00000001979",403
"ENSRNOG00000070255",0
"ENSRNOG00000063020",0
"ENSRNOG00000056995",0
"ENSRNOG00000062680",0
"ENSRNOG00000038597",1155
"ENSRNOG00000067013",6
"ENSRNOG00000054940",0
"ENSRNOG00000065034",3
"ENSRNOG00000069118",0
"ENSRNOG00000061629",0
"ENSRNOG00000058294",0
"ENSRNOG00000002115",2585
"ENSRNOG00000070495",0
"ENSRNOG00000060895",0
"ENSRNOG00000066783",0
"ENSRNOG00000067550",0
"ENSRNOG00000068673",16
"ENSRNOG00000058239",0
"ENSRNOG00000028594",1433
"ENSRNOG00000063377",0
"ENSRNOG00000001825",153
"ENSRNOG00000056812",0
"ENSRNOG00000062427",0
"ENSRNOG00000063571",6
"ENSRNOG00000060372",0
"ENSRNOG00000055121",0
"ENSRNOG00000070084",0
"ENSRNOG00000063074",0
"ENSRNOG00000054363",0
"ENSRNOG00000066588",0
"ENSRNOG00000052779",0
"ENSRNOG00000001657",1433
"ENSRNOG00000060850",0
"ENSRNOG00000002104",1010
"ENSRNOG00000067029",1
"ENSRNOG00000068576",0
"ENSRNOG00000070903",0
"ENSRNOG00000070458",0
"ENSRNOG00000067988",98
"ENSRNOG00000063218",3
"ENSRNOG00000066621",0
"ENSRNOG00000068065",1
"ENSRNOG00000065231",0
"ENSRNOG00000070902",0
"ENSRNOG00000065737",0
"ENSRNOG00000052206",0
"ENSRNOG00000029811",40
"ENSRNOG00000060551",0
"ENSRNOG00000001877",2397
"ENSRNOG00000064835",2
"ENSRNOG00000066663",1
"ENSRNOG00000067860",0
"ENSRNOG00000068560",877
"ENSRNOG00000059381",435
"ENSRNOG00000065755",0
"ENSRNOG00000021399",178
"ENSRNOG00000001720",611
"ENSRNOG00000066115",8
"ENSRNOG00000052102",0
"ENSRNOG00000001729",938
"ENSRNOG00000067747",0
"ENSRNOG00000068158",23
"ENSRNOG00000021555",46
"ENSRNOG00000001984",0
"ENSRNOG00000042975",129
"ENSRNOG00000063553",0
"ENSRNOG00000021524",1
"ENSRNOG00000038505",0
"ENSRNOG00000001876",47
"ENSRNOG00000039877",398
"ENSRNOG00000042474",0
"ENSRNOG00000050091",106
"ENSRNOG00000070616",6
"ENSRNOG00000039680",0
"ENSRNOG00000002028",1392
"ENSRNOG00000066465",26
"ENSRNOG00000067941",752
"ENSRNOG00000047699",2218
"ENSRNOG00000002080",519
"ENSRNOG00000069351",0
"ENSRNOG00000001986",0
"ENSRNOG00000001654",214
"ENSRNOG00000001868",2006
"ENSRNOG00000052428",0
"ENSRNOG00000002026",83
"ENSRNOG00000024127",1
"ENSRNOG00000067809",0
"ENSRNOG00000028292",538
"ENSRNOG00000025787",0
"ENSRNOG00000063126",8
"ENSRNOG00000068502",29
"ENSRNOG00000001642",1016
"ENSRNOG00000002036",552
"ENSRNOG00000001878",1005
"ENSRNOG00000064931",0
"ENSRNOG00000062397",0
"ENSRNOG00000068346",0
"ENSRNOG00000001872",1
"ENSRNOG00000052008",0
"ENSRNOG00000068497",0
"ENSRNOG00000057748",0
"ENSRNOG00000002021",6720
"ENSRNOG00000056680",0
"ENSRNOG00000062424",0
"ENSRNOG00000057324",0
"ENSRNOG00000066842",700
"ENSRNOG00000056215",0
"ENSRNOG00000058009",0
"ENSRNOG00000062537",0
"ENSRNOG00000060760",0
"ENSRNOG00000001575",0
"ENSRNOG00000001717",1073
"ENSRNOG00000027797",3001
"ENSRNOG00000001640",432
"ENSRNOG00000040050",0
"ENSRNOG00000002012",155
"ENSRNOG00000001644",0
"ENSRNOG00000025028",801
"ENSRNOG00000002072",422
"ENSRNOG00000001622",13
"ENSRNOG00000028014",75
"ENSRNOG00000001616",698
"ENSRNOG00000038540",0
"ENSRNOG00000024040",403
"ENSRNOG00000002051",1824
"ENSRNOG00000001928",278
"ENSRNOG00000039567",300
"ENSRNOG00000039517",4
"ENSRNOG00000001930",2870
"ENSRNOG00000027888",205
"ENSRNOG00000002001",1143
"ENSRNOG00000030462",0
"ENSRNOG00000063842",0
"ENSRNOG00000065104",0
"ENSRNOG00000046991",196
"ENSRNOG00000063970",7
"ENSRNOG00000065628",0
"ENSRNOG00000065413",0
"ENSRNOG00000022160",0
"ENSRNOG00000070451",0
"ENSRNOG00000068415",30
"ENSRNOG00000039649",0
"ENSRNOG00000064197",0
"ENSRNOG00000038512",0
"ENSRNOG00000069304",0
"ENSRNOG00000069990",0
"ENSRNOG00000001645",491
"ENSRNOG00000024384",0
"ENSRNOG00000046780",0
"ENSRNOG00000052348",0
"ENSRNOG00000001711",966
"ENSRNOG00000039562",25
"ENSRNOG00000068996",0
"ENSRNOG00000033321",135
"ENSRNOG00000025990",0
"ENSRNOG00000065215",876
"ENSRNOG00000065853",3602
"ENSRNOG00000028411",2076
"ENSRNOG00000055751",4
"ENSRNOG00000001833",732
"ENSRNOG00000062881",113
"ENSRNOG00000033603",616
"ENSRNOG00000064655",314
"ENSRNOG00000023917",209
"ENSRNOG00000070865",165
"ENSRNOG00000002253",98
"ENSRNOG00000037909",951
"ENSRNOG00000001613",467
"ENSRNOG00000001931",5
"ENSRNOG00000038610",5519
"ENSRNOG00000026991",20
"ENSRNOG00000001845",772
"ENSRNOG00000055138",0
"ENSRNOG00000067943",185
"ENSRNOG00000001611",884
"ENSRNOG00000001728",400
"ENSRNOG00000052877",0
"ENSRNOG00000001874",6
"ENSRNOG00000001713",2339
"ENSRNOG00000069996",0
"ENSRNOG00000067098",0
"ENSRNOG00000039668",2079
"ENSRNOG00000069169",15
"ENSRNOG00000048109",10124
"ENSRNOG00000001924",0
"ENSRNOG00000001873",0
"ENSRNOG00000031273",8981
"ENSRNOG00000001653",24
"ENSRNOG00000039674",61
"ENSRNOG00000032877",672
"ENSRNOG00000025014",209
"ENSRNOG00000055281",716
"ENSRNOG00000070540",0
"ENSRNOG00000033115",24
"ENSRNOG00000001893",1139
"ENSRNOG00000050000",0
"ENSRNOG00000059491",18
"ENSRNOG00000025031",0
"ENSRNOG00000050071",0
"ENSRNOG00000001609",145
"ENSRNOG00000068894",2
"ENSRNOG00000001843",2371
"ENSRNOG00000066515",0
"ENSRNOG00000001991",4799
"ENSRNOG00000070676",0
"ENSRNOG00000001926",0
"ENSRNOG00000051418",0
"ENSRNOG00000030452",6
"ENSRNOG00000068299",2633
"ENSRNOG00000042967",0
"ENSRNOG00000050869",746
"ENSRNOG00000000716",1
"ENSRNOG00000063121",0
"ENSRNOG00000001823",640
"ENSRNOG00000001699",244
"ENSRNOG00000031163",672
"ENSRNOG00000001567",0
"ENSRNOG00000063483",0
"ENSRNOG00000040068",0
"ENSRNOG00000071041",0
"ENSRNOG00000070559",0
"ENSRNOG00000001608",98
"ENSRNOG00000040064",0
"ENSRNOG00000027997",1
"ENSRNOG00000055713",0
"ENSRNOG00000001813",1315
"ENSRNOG00000043017",0
"ENSRNOG00000039678",0
"ENSRNOG00000042680",0
"ENSRNOG00000049911",699
"ENSRNOG00000057156",0
"ENSRNOG00000027691",0
"ENSRNOG00000001982",1123
"ENSRNOG00000061897",0
"ENSRNOG00000027478",0
"ENSRNOG00000055793",0
"ENSRNOG00000001571",0
"ENSRNOG00000048374",0
"ENSRNOG00000067486",5
"ENSRNOG00000066669",0
"ENSRNOG00000050096",0
"ENSRNOG00000067558",0
"ENSRNOG00000048212",0
"ENSRNOG00000047848",34
"ENSRNOG00000001570",0
"ENSRNOG00000042531",0
"ENSRNOG00000001971",1201
"ENSRNOG00000065419",0
"ENSRNOG00000063617",1
"ENSRNOG00000001862",5460
"ENSRNOG00000001691",0
"ENSRNOG00000060045",1730
"ENSRNOG00000026236",657
"ENSRNOG00000001692",80
"ENSRNOG00000001861",49
"ENSRNOG00000001701",90
"ENSRNOG00000054203",257
"ENSRNOG00000001964",2826
"ENSRNOG00000001865",1
"ENSRNOG00000001860",0
"ENSRNOG00000001686",370
"ENSRNOG00000001864",81
"ENSRNOG00000025252",97
"ENSRNOG00000001684",0
"ENSRNOG00000051458",35
"ENSRNOG00000001958",583
"ENSRNOG00000001681",1109
"ENSRNOG00000030245",464
"ENSRNOG00000001989",473
"ENSRNOG00000055545",0
"ENSRNOG00000070534",0
"ENSRNOG00000001662",1236
"ENSRNOG00000032101",3
"ENSRNOG00000001859",285
"ENSRNOG00000026918",0
"ENSRNOG00000026900",800
"ENSRNOG00000051204",719
"ENSRNOG00000021674",542
"ENSRNOG00000000720",161
"ENSRNOG00000001643",799
"ENSRNOG00000068003",0
"ENSRNOG00000050286",54
"ENSRNOG00000028248",0
"ENSRNOG00000047194",500
"ENSRNOG00000070368",212
"ENSRNOG00000068638",27
"ENSRNOG00000030285",22
"ENSRNOG00000028774",598
"ENSRNOG00000069240",2
"ENSRNOG00000029956",253
"ENSRNOG00000000718",2190
"ENSRNOG00000001585",316
