"","IGFNS3_aligned.bam"
"ENSRNOG00000018849",1419
"ENSRNOG00000042716",0
"ENSRNOG00000020024",127
"ENSRNOG00000052665",2
"ENSRNOG00000068493",0
"ENSRNOG00000038793",0
"ENSRNOG00000019177",2
"ENSRNOG00000043250",0
"ENSRNOG00000065920",0
"ENSRNOG00000017840",602
"ENSRNOG00000042727",0
"ENSRNOG00000018712",5
"ENSRNOG00000016467",415
"ENSRNOG00000010440",29
"ENSRNOG00000019217",36
"ENSRNOG00000002697",493
"ENSRNOG00000018851",63
"ENSRNOG00000068793",1
"ENSRNOG00000018648",234
"ENSRNOG00000055527",0
"ENSRNOG00000015777",781
"ENSRNOG00000019875",721
"ENSRNOG00000033099",0
"ENSRNOG00000038784",31
"ENSRNOG00000012852",553
"ENSRNOG00000069286",3372
"ENSRNOG00000015806",0
"ENSRNOG00000017816",0
"ENSRNOG00000020340",448
"ENSRNOG00000051965",2278
"ENSRNOG00000056435",169
"ENSRNOG00000063574",0
"ENSRNOG00000038592",9
"ENSRNOG00000024066",169
"ENSRNOG00000013073",0
"ENSRNOG00000018053",972
"ENSRNOG00000024426",3
"ENSRNOG00000058856",32
"ENSRNOG00000051817",0
"ENSRNOG00000030156",0
"ENSRNOG00000067712",0
"ENSRNOG00000014585",10
"ENSRNOG00000025590",0
"ENSRNOG00000022955",0
"ENSRNOG00000019934",262
"ENSRNOG00000015895",378
"ENSRNOG00000061695",11
"ENSRNOG00000024104",119
"ENSRNOG00000014503",1
"ENSRNOG00000017852",2298
"ENSRNOG00000003958",508
"ENSRNOG00000016043",0
"ENSRNOG00000023376",1227
"ENSRNOG00000028712",0
"ENSRNOG00000016532",468
"ENSRNOG00000018425",1368
"ENSRNOG00000020468",142
"ENSRNOG00000039325",0
"ENSRNOG00000016207",671
"ENSRNOG00000014988",0
"ENSRNOG00000029096",0
"ENSRNOG00000067741",23575
"ENSRNOG00000015332",524
"ENSRNOG00000038957",0
"ENSRNOG00000046744",94
"ENSRNOG00000028677",440
"ENSRNOG00000061507",2
"ENSRNOG00000018692",0
"ENSRNOG00000065095",519
"ENSRNOG00000063041",0
"ENSRNOG00000042387",195
"ENSRNOG00000015113",39
"ENSRNOG00000063575",5
"ENSRNOG00000050226",15
"ENSRNOG00000026324",76
"ENSRNOG00000033808",3
"ENSRNOG00000030321",43
"ENSRNOG00000013622",333
"ENSRNOG00000024428",1244
"ENSRNOG00000034073",0
"ENSRNOG00000025502",0
"ENSRNOG00000004661",1
"ENSRNOG00000016671",399
"ENSRNOG00000012111",89
"ENSRNOG00000014089",312
"ENSRNOG00000068190",128
"ENSRNOG00000017421",0
"ENSRNOG00000031244",3486
"ENSRNOG00000029958",3829
"ENSRNOG00000017036",284
"ENSRNOG00000016409",1
"ENSRNOG00000063474",0
"ENSRNOG00000030649",0
"ENSRNOG00000014614",803
"ENSRNOG00000030439",64
"ENSRNOG00000014981",1025
"ENSRNOG00000000113",55
"ENSRNOG00000030364",2024
"ENSRNOG00000039596",17
"ENSRNOG00000017116",1172
"ENSRNOG00000034237",4638
"ENSRNOG00000018359",514
"ENSRNOG00000049681",2233
"ENSRNOG00000018680",207
"ENSRNOG00000018914",802
"ENSRNOG00000024241",1141
"ENSRNOG00000015401",0
"ENSRNOG00000046154",273
"ENSRNOG00000069511",0
"ENSRNOG00000026023",208
"ENSRNOG00000015867",0
"ENSRNOG00000016036",539
"ENSRNOG00000018305",0
"ENSRNOG00000066011",0
"ENSRNOG00000025687",0
"ENSRNOG00000017333",0
"ENSRNOG00000018653",249
"ENSRNOG00000022364",0
"ENSRNOG00000018775",735
"ENSRNOG00000019365",61
"ENSRNOG00000020309",1
"ENSRNOG00000020478",1
"ENSRNOG00000012405",583
"ENSRNOG00000028703",1548
"ENSRNOG00000025489",7
"ENSRNOG00000015301",631
"ENSRNOG00000060281",1
"ENSRNOG00000061675",0
"ENSRNOG00000020492",11
"ENSRNOG00000024008",176
"ENSRNOG00000020384",1507
"ENSRNOG00000052628",0
"ENSRNOG00000020261",795
"ENSRNOG00000062351",0
"ENSRNOG00000068914",11036
"ENSRNOG00000017181",81
"ENSRNOG00000029939",1616
"ENSRNOG00000016632",0
"ENSRNOG00000043304",323
"ENSRNOG00000066505",3126
"ENSRNOG00000016928",2
"ENSRNOG00000050200",1392
"ENSRNOG00000024470",2607
"ENSRNOG00000062986",14
"ENSRNOG00000019093",0
"ENSRNOG00000024952",87
"ENSRNOG00000016526",0
"ENSRNOG00000019063",616
"ENSRNOG00000016944",0
"ENSRNOG00000067851",3
"ENSRNOG00000020157",0
"ENSRNOG00000018818",1358
"ENSRNOG00000047924",41
"ENSRNOG00000026050",104
"ENSRNOG00000018694",29
"ENSRNOG00000014630",271
"ENSRNOG00000018006",0
"ENSRNOG00000015582",313
"ENSRNOG00000069557",0
"ENSRNOG00000064875",13
"ENSRNOG00000017819",309
"ENSRNOG00000018387",818
"ENSRNOG00000014096",3634
"ENSRNOG00000016999",0
"ENSRNOG00000065110",2
"ENSRNOG00000024640",1
"ENSRNOG00000017410",0
"ENSRNOG00000069089",0
"ENSRNOG00000070983",2590
"ENSRNOG00000019618",1586
"ENSRNOG00000018505",64
"ENSRNOG00000017718",100
"ENSRNOG00000017571",283
"ENSRNOG00000019575",98
"ENSRNOG00000017788",0
"ENSRNOG00000017251",973
"ENSRNOG00000017493",1408
"ENSRNOG00000039415",62
"ENSRNOG00000067168",9
"ENSRNOG00000016894",0
"ENSRNOG00000028105",498
"ENSRNOG00000019976",29
"ENSRNOG00000066807",0
"ENSRNOG00000017610",655
"ENSRNOG00000045637",1679
"ENSRNOG00000047213",1856
"ENSRNOG00000014104",26
"ENSRNOG00000013562",3331
"ENSRNOG00000032878",3664
"ENSRNOG00000031197",310
"ENSRNOG00000068869",0
"ENSRNOG00000014564",1199
"ENSRNOG00000069221",0
"ENSRNOG00000013920",42
"ENSRNOG00000053112",0
"ENSRNOG00000014527",1
"ENSRNOG00000022691",2
"ENSRNOG00000019688",700
"ENSRNOG00000018140",656
"ENSRNOG00000050414",91
"ENSRNOG00000013851",795
"ENSRNOG00000021918",236
"ENSRNOG00000039250",0
"ENSRNOG00000013766",695
"ENSRNOG00000019265",1
"ENSRNOG00000028902",0
"ENSRNOG00000068205",0
"ENSRNOG00000017729",569
"ENSRNOG00000018342",282
"ENSRNOG00000018770",251
"ENSRNOG00000017453",483
"ENSRNOG00000043171",296
"ENSRNOG00000027230",2
"ENSRNOG00000018516",160
"ENSRNOG00000063768",5
"ENSRNOG00000067472",742
"ENSRNOG00000016681",0
"ENSRNOG00000017215",272
"ENSRNOG00000062247",1734
"ENSRNOG00000021381",13
"ENSRNOG00000033588",2
"ENSRNOG00000054118",960
"ENSRNOG00000012176",55
"ENSRNOG00000017067",167
"ENSRNOG00000048824",0
"ENSRNOG00000020119",22
"ENSRNOG00000017032",7522
"ENSRNOG00000016987",2
"ENSRNOG00000066960",2
"ENSRNOG00000011225",212
"ENSRNOG00000052894",762
"ENSRNOG00000029466",85
"ENSRNOG00000015275",158
"ENSRNOG00000017146",251
"ENSRNOG00000026912",0
"ENSRNOG00000065450",0
"ENSRNOG00000063467",0
"ENSRNOG00000016753",0
"ENSRNOG00000061474",500
"ENSRNOG00000061714",0
"ENSRNOG00000053370",954
"ENSRNOG00000016654",0
"ENSRNOG00000055157",620
"ENSRNOG00000016208",1707
"ENSRNOG00000055647",153
"ENSRNOG00000057774",773
"ENSRNOG00000059055",0
"ENSRNOG00000016246",1288
"ENSRNOG00000016239",426
"ENSRNOG00000016258",838
"ENSRNOG00000013654",0
"ENSRNOG00000027739",30
"ENSRNOG00000014006",0
"ENSRNOG00000015448",7
"ENSRNOG00000070068",761
"ENSRNOG00000015142",90
"ENSRNOG00000038225",11
"ENSRNOG00000067088",12
"ENSRNOG00000043357",229
"ENSRNOG00000063816",0
"ENSRNOG00000016516",17
"ENSRNOG00000038241",0
"ENSRNOG00000059215",176
"ENSRNOG00000053640",0
"ENSRNOG00000032039",759
"ENSRNOG00000038190",0
"ENSRNOG00000026116",0
"ENSRNOG00000045740",1405
"ENSRNOG00000038212",367
"ENSRNOG00000038197",0
"ENSRNOG00000016303",772
"ENSRNOG00000038200",165
"ENSRNOG00000039152",0
"ENSRNOG00000016695",881
"ENSRNOG00000063111",0
"ENSRNOG00000071201",0
"ENSRNOG00000025420",3
"ENSRNOG00000038766",1681
"ENSRNOG00000019931",0
"ENSRNOG00000035501",53
"ENSRNOG00000005911",1
"ENSRNOG00000035569",0
"ENSRNOG00000045722",0
"ENSRNOG00000036417",0
"ENSRNOG00000062839",31
"ENSRNOG00000012428",260
"ENSRNOG00000014097",782
"ENSRNOG00000049334",0
"ENSRNOG00000035597",0
"ENSRNOG00000041787",0
"ENSRNOG00000042983",1645
"ENSRNOG00000035609",0
"ENSRNOG00000045556",0
"ENSRNOG00000036416",0
"ENSRNOG00000070420",0
"ENSRNOG00000035643",1
"ENSRNOG00000016971",188
"ENSRNOG00000055568",151
"ENSRNOG00000035644",0
"ENSRNOG00000064690",14
"ENSRNOG00000062604",0
"ENSRNOG00000022593",1289
"ENSRNOG00000013216",221
"ENSRNOG00000070043",61
"ENSRNOG00000038741",1
"ENSRNOG00000005747",4
"ENSRNOG00000015690",0
"ENSRNOG00000062825",875
"ENSRNOG00000066493",0
"ENSRNOG00000005729",0
"ENSRNOG00000050034",2
"ENSRNOG00000055446",3131
"ENSRNOG00000003853",718
"ENSRNOG00000005619",0
"ENSRNOG00000005533",13
"ENSRNOG00000018884",1472
"ENSRNOG00000033226",31
"ENSRNOG00000003755",0
"ENSRNOG00000013465",21
"ENSRNOG00000064376",6
"ENSRNOG00000039001",4
"ENSRNOG00000014371",4752
"ENSRNOG00000019482",303
"ENSRNOG00000039079",1
"ENSRNOG00000017546",0
"ENSRNOG00000014124",0
"ENSRNOG00000016245",271
"ENSRNOG00000015253",126
"ENSRNOG00000016224",76
"ENSRNOG00000063609",158
"ENSRNOG00000018668",4240
"ENSRNOG00000014626",394
"ENSRNOG00000053623",2
"ENSRNOG00000065861",466
"ENSRNOG00000021521",4
"ENSRNOG00000003479",669
"ENSRNOG00000020129",3773
"ENSRNOG00000062467",3
"ENSRNOG00000028501",1015
"ENSRNOG00000034007",456
"ENSRNOG00000005257",1309
"ENSRNOG00000011728",1867
"ENSRNOG00000015063",84
"ENSRNOG00000011991",478
"ENSRNOG00000018296",303
"ENSRNOG00000069574",0
"ENSRNOG00000018345",2306
"ENSRNOG00000049784",629
"ENSRNOG00000015588",1122
"ENSRNOG00000014668",393
"ENSRNOG00000014658",0
"ENSRNOG00000068690",54
"ENSRNOG00000020344",159
"ENSRNOG00000014415",3608
"ENSRNOG00000005115",206
"ENSRNOG00000003439",150
"ENSRNOG00000016190",446
"ENSRNOG00000017953",50
"ENSRNOG00000028176",270
"ENSRNOG00000011296",312
"ENSRNOG00000015746",0
"ENSRNOG00000011829",307
"ENSRNOG00000052310",3
"ENSRNOG00000025796",175
"ENSRNOG00000019140",327
"ENSRNOG00000011422",499
"ENSRNOG00000000010",0
"ENSRNOG00000045541",10
"ENSRNOG00000066994",0
"ENSRNOG00000011535",893
"ENSRNOG00000006747",818
"ENSRNOG00000026964",39
"ENSRNOG00000024182",0
"ENSRNOG00000003461",333
"ENSRNOG00000053895",63
"ENSRNOG00000017209",20
"ENSRNOG00000015179",241
"ENSRNOG00000015242",314
"ENSRNOG00000011697",1286
"ENSRNOG00000013178",487
"ENSRNOG00000000262",230
"ENSRNOG00000006741",5
"ENSRNOG00000026791",0
"ENSRNOG00000016509",896
"ENSRNOG00000024101",1037
"ENSRNOG00000019859",197
"ENSRNOG00000049456",0
"ENSRNOG00000013152",406
"ENSRNOG00000031439",10378
"ENSRNOG00000051986",48
"ENSRNOG00000015077",140
"ENSRNOG00000019068",2
"ENSRNOG00000018228",425
"ENSRNOG00000003864",396
"ENSRNOG00000070954",1
"ENSRNOG00000018445",25
"ENSRNOG00000019098",0
"ENSRNOG00000015625",78
"ENSRNOG00000018480",0
"ENSRNOG00000019024",0
"ENSRNOG00000011618",47
"ENSRNOG00000017932",2420
"ENSRNOG00000027022",230
"ENSRNOG00000011671",15
"ENSRNOG00000042888",104
"ENSRNOG00000015666",0
"ENSRNOG00000016278",0
"ENSRNOG00000011879",6460
"ENSRNOG00000054284",562
"ENSRNOG00000013014",179
"ENSRNOG00000015121",1536
"ENSRNOG00000015641",19
"ENSRNOG00000012342",0
"ENSRNOG00000015708",1110
"ENSRNOG00000013376",294
"ENSRNOG00000015459",594
"ENSRNOG00000018033",867
"ENSRNOG00000015974",273
"ENSRNOG00000068583",1
"ENSRNOG00000062375",830
"ENSRNOG00000028904",425
"ENSRNOG00000019757",1
"ENSRNOG00000015335",1332
"ENSRNOG00000011180",111
"ENSRNOG00000051461",257
"ENSRNOG00000033133",186
"ENSRNOG00000015800",48
"ENSRNOG00000018836",7086
"ENSRNOG00000016631",116
"ENSRNOG00000017879",1113
"ENSRNOG00000064019",317
"ENSRNOG00000016706",145
"ENSRNOG00000045626",3
"ENSRNOG00000018404",3730
"ENSRNOG00000018784",2
"ENSRNOG00000015534",634
"ENSRNOG00000003496",257
"ENSRNOG00000042274",309
"ENSRNOG00000016920",2
"ENSRNOG00000055097",5
"ENSRNOG00000050028",0
"ENSRNOG00000055046",0
"ENSRNOG00000013007",1
"ENSRNOG00000033819",1
"ENSRNOG00000028320",0
"ENSRNOG00000015843",1789
"ENSRNOG00000033487",0
"ENSRNOG00000019817",152
"ENSRNOG00000020351",683
"ENSRNOG00000067274",220
"ENSRNOG00000023920",3
"ENSRNOG00000033224",270
"ENSRNOG00000013970",64
"ENSRNOG00000069342",0
"ENSRNOG00000017467",585
"ENSRNOG00000019109",503
"ENSRNOG00000015144",1195
"ENSRNOG00000015880",439
"ENSRNOG00000067354",0
"ENSRNOG00000029317",2
"ENSRNOG00000018582",58
"ENSRNOG00000038057",0
"ENSRNOG00000016422",7
"ENSRNOG00000059579",1015
"ENSRNOG00000017431",232
"ENSRNOG00000054625",562
"ENSRNOG00000032602",0
"ENSRNOG00000038193",0
"ENSRNOG00000033345",0
"ENSRNOG00000017690",21
"ENSRNOG00000028578",0
"ENSRNOG00000070694",201
"ENSRNOG00000028652",2
"ENSRNOG00000043077",673
"ENSRNOG00000016001",799
"ENSRNOG00000062740",0
"ENSRNOG00000029134",365
"ENSRNOG00000047446",1091
"ENSRNOG00000025231",36
"ENSRNOG00000019766",231
"ENSRNOG00000047125",13
"ENSRNOG00000062793",1440
"ENSRNOG00000019456",3072
"ENSRNOG00000051278",97
"ENSRNOG00000051482",62
"ENSRNOG00000065196",0
"ENSRNOG00000069493",0
"ENSRNOG00000027954",2
"ENSRNOG00000057392",0
"ENSRNOG00000067657",110
"ENSRNOG00000021714",4
"ENSRNOG00000069871",7
"ENSRNOG00000047294",1
"ENSRNOG00000068994",1
"ENSRNOG00000066450",0
"ENSRNOG00000071092",0
"ENSRNOG00000062849",199
"ENSRNOG00000068120",2
"ENSRNOG00000024043",31
"ENSRNOG00000062578",210
"ENSRNOG00000069883",8
"ENSRNOG00000062827",22
"ENSRNOG00000069609",3
"ENSRNOG00000012721",2486
"ENSRNOG00000069566",1
"ENSRNOG00000064451",273
"ENSRNOG00000017612",1744
"ENSRNOG00000066750",35
"ENSRNOG00000066423",0
"ENSRNOG00000010712",149
"ENSRNOG00000068744",0
"ENSRNOG00000024452",10
"ENSRNOG00000068191",3
"ENSRNOG00000071212",0
"ENSRNOG00000038239",36
"ENSRNOG00000055320",0
"ENSRNOG00000022303",174
"ENSRNOG00000066292",6
"ENSRNOG00000025860",0
"ENSRNOG00000065722",0
"ENSRNOG00000020379",623
"ENSRNOG00000067929",0
"ENSRNOG00000064167",1
"ENSRNOG00000065200",0
"ENSRNOG00000069101",12
"ENSRNOG00000065895",0
"ENSRNOG00000020391",113
"ENSRNOG00000064495",3
"ENSRNOG00000016088",433
"ENSRNOG00000014761",0
"ENSRNOG00000066992",6
"ENSRNOG00000069551",1
"ENSRNOG00000055482",1
"ENSRNOG00000016854",12
"ENSRNOG00000026211",758
"ENSRNOG00000062413",0
"ENSRNOG00000060758",0
"ENSRNOG00000016257",237
"ENSRNOG00000060296",0
"ENSRNOG00000070939",0
"ENSRNOG00000018382",109
"ENSRNOG00000065113",0
"ENSRNOG00000018909",188
"ENSRNOG00000069786",7
"ENSRNOG00000049906",462
"ENSRNOG00000016890",4
"ENSRNOG00000016535",0
"ENSRNOG00000038973",471
"ENSRNOG00000056643",0
"ENSRNOG00000066914",0
"ENSRNOG00000046443",72
"ENSRNOG00000065621",0
"ENSRNOG00000060858",0
"ENSRNOG00000017746",6
"ENSRNOG00000018483",563
"ENSRNOG00000016167",117
"ENSRNOG00000066293",5
"ENSRNOG00000052109",2
"ENSRNOG00000062472",0
"ENSRNOG00000049931",431
"ENSRNOG00000068727",0
"ENSRNOG00000019169",517
"ENSRNOG00000066795",0
"ENSRNOG00000033368",1
"ENSRNOG00000069560",5
"ENSRNOG00000062389",5
"ENSRNOG00000007582",41
"ENSRNOG00000017045",443
"ENSRNOG00000063177",1
"ENSRNOG00000070959",2
"ENSRNOG00000033611",2192
"ENSRNOG00000039252",0
"ENSRNOG00000024364",64
"ENSRNOG00000065682",0
"ENSRNOG00000008450",2
"ENSRNOG00000020406",0
"ENSRNOG00000019205",417
"ENSRNOG00000014202",2
"ENSRNOG00000011065",5
"ENSRNOG00000062428",0
"ENSRNOG00000069941",0
"ENSRNOG00000017867",3
"ENSRNOG00000066989",6
"ENSRNOG00000014419",579
"ENSRNOG00000019425",431
"ENSRNOG00000066804",6
"ENSRNOG00000068473",0
"ENSRNOG00000018027",192
"ENSRNOG00000065293",0
"ENSRNOG00000021330",322
"ENSRNOG00000014776",116
"ENSRNOG00000002983",6355
"ENSRNOG00000026853",222
"ENSRNOG00000064062",0
"ENSRNOG00000062316",0
"ENSRNOG00000022524",218
"ENSRNOG00000067822",2
"ENSRNOG00000051819",27
"ENSRNOG00000019253",1407
"ENSRNOG00000011933",1175
"ENSRNOG00000066480",98
"ENSRNOG00000018945",2009
"ENSRNOG00000070378",14
"ENSRNOG00000019434",59
"ENSRNOG00000014647",708
"ENSRNOG00000062673",346
"ENSRNOG00000070517",0
"ENSRNOG00000059362",17
"ENSRNOG00000024025",877
"ENSRNOG00000055053",2
"ENSRNOG00000067306",2
"ENSRNOG00000050191",0
"ENSRNOG00000068181",15
"ENSRNOG00000002950",2
"ENSRNOG00000067393",0
"ENSRNOG00000047246",1195
"ENSRNOG00000066908",0
"ENSRNOG00000063122",0
"ENSRNOG00000062717",0
"ENSRNOG00000062836",0
"ENSRNOG00000066012",0
"ENSRNOG00000011575",1
"ENSRNOG00000062349",19
"ENSRNOG00000068096",647
"ENSRNOG00000012772",1914
"ENSRNOG00000002914",954
"ENSRNOG00000013907",136
"ENSRNOG00000015397",17
"ENSRNOG00000014405",1967
"ENSRNOG00000049312",0
"ENSRNOG00000019290",833
"ENSRNOG00000015695",56
"ENSRNOG00000070794",0
"ENSRNOG00000021890",490
"ENSRNOG00000020333",699
"ENSRNOG00000027906",3438
"ENSRNOG00000019353",286
"ENSRNOG00000066574",6
"ENSRNOG00000065746",19
"ENSRNOG00000004094",528
"ENSRNOG00000017993",170
"ENSRNOG00000014257",0
"ENSRNOG00000064578",35
"ENSRNOG00000012937",504
"ENSRNOG00000064909",0
"ENSRNOG00000028844",57
"ENSRNOG00000065848",1237
"ENSRNOG00000046751",0
"ENSRNOG00000023910",2483
"ENSRNOG00000060931",248
"ENSRNOG00000015084",0
"ENSRNOG00000019937",0
"ENSRNOG00000017841",590
"ENSRNOG00000019573",80
"ENSRNOG00000013742",1774
"ENSRNOG00000020151",1
"ENSRNOG00000025503",6
"ENSRNOG00000019651",1169
"ENSRNOG00000019791",704
"ENSRNOG00000002864",2437
"ENSRNOG00000031593",0
"ENSRNOG00000017084",26
"ENSRNOG00000012167",0
"ENSRNOG00000014522",140
"ENSRNOG00000017235",4697
"ENSRNOG00000018477",503
"ENSRNOG00000014048",218
"ENSRNOG00000017868",0
"ENSRNOG00000031097",0
"ENSRNOG00000004287",71
"ENSRNOG00000017342",297
"ENSRNOG00000052151",0
"ENSRNOG00000004219",444
"ENSRNOG00000011552",25
"ENSRNOG00000023899",1
"ENSRNOG00000029744",0
"ENSRNOG00000004212",126
"ENSRNOG00000019059",171
"ENSRNOG00000014293",67
"ENSRNOG00000018000",996
"ENSRNOG00000066314",0
"ENSRNOG00000003970",2301
"ENSRNOG00000012343",260
"ENSRNOG00000019943",619
"ENSRNOG00000018954",1
"ENSRNOG00000020049",328
"ENSRNOG00000012752",27
"ENSRNOG00000012271",4548
"ENSRNOG00000024178",272
"ENSRNOG00000032437",904
"ENSRNOG00000017178",0
"ENSRNOG00000012853",161
"ENSRNOG00000014619",218
"ENSRNOG00000000258",424
"ENSRNOG00000011865",442
"ENSRNOG00000021379",195
"ENSRNOG00000063716",0
"ENSRNOG00000050087",99
"ENSRNOG00000013808",3
"ENSRNOG00000003695",0
"ENSRNOG00000048823",0
"ENSRNOG00000016752",194
"ENSRNOG00000068159",0
"ENSRNOG00000011635",0
"ENSRNOG00000012789",0
"ENSRNOG00000020087",108
"ENSRNOG00000070376",0
"ENSRNOG00000017786",67
"ENSRNOG00000012027",2
"ENSRNOG00000070383",1
"ENSRNOG00000013324",0
"ENSRNOG00000003029",16016
"ENSRNOG00000051557",0
"ENSRNOG00000000257",905
"ENSRNOG00000057394",0
"ENSRNOG00000052853",0
"ENSRNOG00000069119",0
"ENSRNOG00000051983",0
"ENSRNOG00000058366",1
"ENSRNOG00000069069",2
"ENSRNOG00000054933",0
"ENSRNOG00000060024",0
"ENSRNOG00000052072",0
"ENSRNOG00000017919",617
"ENSRNOG00000062322",0
"ENSRNOG00000003026",508
"ENSRNOG00000063138",0
"ENSRNOG00000011330",0
"ENSRNOG00000068827",0
"ENSRNOG00000058190",0
"ENSRNOG00000012447",68
"ENSRNOG00000014964",51
"ENSRNOG00000053426",0
"ENSRNOG00000026974",3
"ENSRNOG00000056909",0
"ENSRNOG00000056003",3
"ENSRNOG00000070477",0
"ENSRNOG00000058155",0
"ENSRNOG00000014723",26
"ENSRNOG00000003011",964
"ENSRNOG00000066118",0
"ENSRNOG00000065309",1
"ENSRNOG00000004489",162
"ENSRNOG00000055195",0
"ENSRNOG00000061297",0
"ENSRNOG00000028439",1
"ENSRNOG00000051781",2
"ENSRNOG00000017219",1244
"ENSRNOG00000061250",0
"ENSRNOG00000057652",0
"ENSRNOG00000064770",0
"ENSRNOG00000016251",987
"ENSRNOG00000069621",0
"ENSRNOG00000054434",0
"ENSRNOG00000016953",0
"ENSRNOG00000052172",0
"ENSRNOG00000026994",541
"ENSRNOG00000013586",3
"ENSRNOG00000058104",0
"ENSRNOG00000054310",0
"ENSRNOG00000021824",868
"ENSRNOG00000054676",0
"ENSRNOG00000054981",0
"ENSRNOG00000062355",0
"ENSRNOG00000062382",0
"ENSRNOG00000049019",179
"ENSRNOG00000067133",0
"ENSRNOG00000060531",0
"ENSRNOG00000017604",2284
"ENSRNOG00000059462",0
"ENSRNOG00000070143",0
"ENSRNOG00000057075",0
"ENSRNOG00000069545",0
"ENSRNOG00000055087",0
"ENSRNOG00000056152",0
"ENSRNOG00000015173",3895
"ENSRNOG00000071063",0
"ENSRNOG00000068202",0
"ENSRNOG00000055551",0
"ENSRNOG00000014505",0
"ENSRNOG00000054720",1
"ENSRNOG00000053645",8
"ENSRNOG00000062850",0
"ENSRNOG00000068693",0
"ENSRNOG00000056475",0
"ENSRNOG00000068873",0
"ENSRNOG00000060906",0
"ENSRNOG00000012482",444
"ENSRNOG00000052933",0
"ENSRNOG00000059926",0
"ENSRNOG00000017023",3141
"ENSRNOG00000061325",0
"ENSRNOG00000011142",1233
"ENSRNOG00000060911",0
"ENSRNOG00000060637",0
"ENSRNOG00000061333",1
"ENSRNOG00000011231",0
"ENSRNOG00000057770",0
"ENSRNOG00000019922",314
"ENSRNOG00000063202",0
"ENSRNOG00000060593",0
"ENSRNOG00000022721",0
"ENSRNOG00000051652",0
"ENSRNOG00000053462",3
"ENSRNOG00000054233",0
"ENSRNOG00000058844",0
"ENSRNOG00000067808",0
"ENSRNOG00000054701",0
"ENSRNOG00000065929",0
"ENSRNOG00000057937",0
"ENSRNOG00000065173",0
"ENSRNOG00000028580",0
"ENSRNOG00000063424",0
"ENSRNOG00000004373",445
"ENSRNOG00000068944",0
"ENSRNOG00000067783",1
"ENSRNOG00000070206",713
"ENSRNOG00000065950",0
"ENSRNOG00000069928",1
"ENSRNOG00000019022",1
"ENSRNOG00000063515",0
"ENSRNOG00000070248",3
"ENSRNOG00000070337",0
"ENSRNOG00000069430",0
"ENSRNOG00000018950",1
"ENSRNOG00000065593",0
"ENSRNOG00000066443",0
"ENSRNOG00000065132",0
"ENSRNOG00000067264",0
"ENSRNOG00000025710",0
"ENSRNOG00000070678",0
"ENSRNOG00000021808",3390
"ENSRNOG00000064514",0
"ENSRNOG00000017674",1110
"ENSRNOG00000071121",0
"ENSRNOG00000070259",0
"ENSRNOG00000065423",0
"ENSRNOG00000010744",3340
"ENSRNOG00000062813",0
"ENSRNOG00000056311",0
"ENSRNOG00000062794",0
"ENSRNOG00000063948",0
"ENSRNOG00000004131",299
"ENSRNOG00000066581",0
"ENSRNOG00000000264",607
"ENSRNOG00000069085",0
"ENSRNOG00000055727",0
"ENSRNOG00000012622",116
"ENSRNOG00000049508",0
"ENSRNOG00000036413",0
"ENSRNOG00000046739",0
"ENSRNOG00000041470",0
"ENSRNOG00000014117",2229
"ENSRNOG00000062808",93
"ENSRNOG00000058218",272
"ENSRNOG00000039725",0
"ENSRNOG00000053574",333
"ENSRNOG00000014948",114
"ENSRNOG00000066514",0
"ENSRNOG00000017102",320
"ENSRNOG00000028717",622
"ENSRNOG00000017090",377
"ENSRNOG00000019980",870
"ENSRNOG00000017724",1560
"ENSRNOG00000015143",579
"ENSRNOG00000017745",628
"ENSRNOG00000019143",2942
"ENSRNOG00000070220",5
"ENSRNOG00000059453",75
"ENSRNOG00000020093",4065
"ENSRNOG00000025843",610
"ENSRNOG00000026880",641
"ENSRNOG00000019779",1
"ENSRNOG00000020004",137
"ENSRNOG00000014452",2068
"ENSRNOG00000015162",971
"ENSRNOG00000023303",37
"ENSRNOG00000015150",357
"ENSRNOG00000066666",0
"ENSRNOG00000038254",0
"ENSRNOG00000012671",54
"ENSRNOG00000029558",0
"ENSRNOG00000049890",1
"ENSRNOG00000028649",61
"ENSRNOG00000015576",199
"ENSRNOG00000012222",7
"ENSRNOG00000019028",407
"ENSRNOG00000012860",1185
"ENSRNOG00000019326",428
"ENSRNOG00000016558",2
"ENSRNOG00000015590",5
"ENSRNOG00000012928",203
"ENSRNOG00000016348",0
"ENSRNOG00000016991",2319
"ENSRNOG00000015632",191
"ENSRNOG00000069458",1946
"ENSRNOG00000016479",6
"ENSRNOG00000068632",23
"ENSRNOG00000019036",119
"ENSRNOG00000018824",2841
"ENSRNOG00000016326",1368
"ENSRNOG00000013777",687
"ENSRNOG00000013826",41
"ENSRNOG00000051531",63
"ENSRNOG00000011863",27
"ENSRNOG00000069555",23
"ENSRNOG00000015904",8
"ENSRNOG00000016760",27
"ENSRNOG00000071216",31
"ENSRNOG00000023092",0
"ENSRNOG00000011989",0
"ENSRNOG00000056786",1684
"ENSRNOG00000016977",4
"ENSRNOG00000051510",0
"ENSRNOG00000016108",445
"ENSRNOG00000039891",0
"ENSRNOG00000042353",344
"ENSRNOG00000018801",104
"ENSRNOG00000070323",0
"ENSRNOG00000010966",9999
"ENSRNOG00000014963",1078
"ENSRNOG00000052707",13
"ENSRNOG00000016291",0
"ENSRNOG00000018967",309
