"","LHNS1_aligned.bam"
"ENSRNOG00000016887",0
"ENSRNOG00000030486",1516
"ENSRNOG00000029370",8
"ENSRNOG00000017035",586
"ENSRNOG00000019276",524
"ENSRNOG00000050152",2
"ENSRNOG00000019711",414
"ENSRNOG00000013281",444
"ENSRNOG00000002908",1899
"ENSRNOG00000023197",632
"ENSRNOG00000019235",619
"ENSRNOG00000015772",6
"ENSRNOG00000071008",5
"ENSRNOG00000016021",4041
"ENSRNOG00000014459",130
"ENSRNOG00000016275",0
"ENSRNOG00000019181",3990
"ENSRNOG00000065480",48
"ENSRNOG00000050949",105
"ENSRNOG00000018304",913
"ENSRNOG00000049345",0
"ENSRNOG00000019536",335
"ENSRNOG00000013714",66
"ENSRNOG00000064275",239
"ENSRNOG00000015383",48
"ENSRNOG00000019298",1101
"ENSRNOG00000016366",55
"ENSRNOG00000066369",6
"ENSRNOG00000019403",1
"ENSRNOG00000015035",4
"ENSRNOG00000030363",0
"ENSRNOG00000015418",0
"ENSRNOG00000062552",853
"ENSRNOG00000018082",141
"ENSRNOG00000031092",541
"ENSRNOG00000022156",0
"ENSRNOG00000057832",6
"ENSRNOG00000063070",4267
"ENSRNOG00000056258",0
"ENSRNOG00000015602",1131
"ENSRNOG00000018414",8
"ENSRNOG00000016874",727
"ENSRNOG00000017159",0
"ENSRNOG00000064251",2
"ENSRNOG00000022202",822
"ENSRNOG00000039260",0
"ENSRNOG00000018992",1184
"ENSRNOG00000066013",17914
"ENSRNOG00000011300",37
"ENSRNOG00000003541",202
"ENSRNOG00000052723",2
"ENSRNOG00000052312",0
"ENSRNOG00000068558",2
"ENSRNOG00000055349",0
"ENSRNOG00000019159",0
"ENSRNOG00000052888",0
"ENSRNOG00000015546",287
"ENSRNOG00000056958",0
"ENSRNOG00000057533",0
"ENSRNOG00000063255",0
"ENSRNOG00000054451",0
"ENSRNOG00000057432",0
"ENSRNOG00000054092",0
"ENSRNOG00000015645",176
"ENSRNOG00000065966",0
"ENSRNOG00000066739",0
"ENSRNOG00000068446",0
"ENSRNOG00000018371",1565
"ENSRNOG00000067228",0
"ENSRNOG00000069179",0
"ENSRNOG00000035474",0
"ENSRNOG00000035602",0
"ENSRNOG00000018780",2
"ENSRNOG00000043820",0
"ENSRNOG00000035521",0
"ENSRNOG00000017965",400
"ENSRNOG00000044615",1
"ENSRNOG00000035523",0
"ENSRNOG00000039969",0
"ENSRNOG00000035651",0
"ENSRNOG00000035603",0
"ENSRNOG00000003559",25
"ENSRNOG00000035517",0
"ENSRNOG00000017954",163
"ENSRNOG00000018820",1
"ENSRNOG00000016685",0
"ENSRNOG00000016675",0
"ENSRNOG00000016853",0
"ENSRNOG00000042070",11
"ENSRNOG00000003691",2251
"ENSRNOG00000016800",1752
"ENSRNOG00000016417",26
"ENSRNOG00000031421",509
"ENSRNOG00000049629",5
"ENSRNOG00000014775",0
"ENSRNOG00000018132",986
"ENSRNOG00000052952",3
"ENSRNOG00000027103",1
"ENSRNOG00000027355",358
"ENSRNOG00000020103",0
"ENSRNOG00000042879",1469
"ENSRNOG00000039476",4
"ENSRNOG00000017568",0
"ENSRNOG00000020095",8
"ENSRNOG00000064596",0
"ENSRNOG00000068550",0
"ENSRNOG00000020073",7
"ENSRNOG00000031060",0
"ENSRNOG00000020072",16
"ENSRNOG00000013867",468
"ENSRNOG00000015205",0
"ENSRNOG00000018676",346
"ENSRNOG00000020066",6
"ENSRNOG00000018644",109
"ENSRNOG00000033719",16
"ENSRNOG00000020062",10
"ENSRNOG00000000158",0
"ENSRNOG00000069290",0
"ENSRNOG00000020054",13
"ENSRNOG00000012899",258
"ENSRNOG00000039472",104
"ENSRNOG00000064758",0
"ENSRNOG00000058823",0
"ENSRNOG00000033123",47
"ENSRNOG00000065236",0
"ENSRNOG00000059289",0
"ENSRNOG00000033479",27
"ENSRNOG00000012597",579
"ENSRNOG00000063965",0
"ENSRNOG00000071175",0
"ENSRNOG00000051796",0
"ENSRNOG00000020028",173
"ENSRNOG00000070610",0
"ENSRNOG00000064492",0
"ENSRNOG00000038412",7
"ENSRNOG00000057382",0
"ENSRNOG00000016216",86
"ENSRNOG00000059918",0
"ENSRNOG00000069512",0
"ENSRNOG00000054066",0
"ENSRNOG00000050666",20
"ENSRNOG00000016612",261
"ENSRNOG00000051492",0
"ENSRNOG00000052686",2
"ENSRNOG00000003575",0
"ENSRNOG00000069260",2
"ENSRNOG00000052373",0
"ENSRNOG00000030301",0
"ENSRNOG00000064396",0
"ENSRNOG00000070001",0
"ENSRNOG00000063267",0
"ENSRNOG00000048101",72
"ENSRNOG00000070357",4
"ENSRNOG00000067352",0
"ENSRNOG00000066412",0
"ENSRNOG00000061296",0
"ENSRNOG00000060083",0
"ENSRNOG00000066272",0
"ENSRNOG00000064926",0
"ENSRNOG00000030131",119
"ENSRNOG00000065626",0
"ENSRNOG00000053664",0
"ENSRNOG00000068520",0
"ENSRNOG00000056053",0
"ENSRNOG00000058459",0
"ENSRNOG00000023492",20
"ENSRNOG00000064736",0
"ENSRNOG00000065378",22
"ENSRNOG00000056994",0
"ENSRNOG00000053926",0
"ENSRNOG00000057621",0
"ENSRNOG00000019542",184
"ENSRNOG00000027250",529
"ENSRNOG00000060362",9
"ENSRNOG00000070435",0
"ENSRNOG00000049137",81
"ENSRNOG00000069602",0
"ENSRNOG00000063364",0
"ENSRNOG00000067738",0
"ENSRNOG00000066354",0
"ENSRNOG00000016562",186
"ENSRNOG00000060360",8
"ENSRNOG00000068438",0
"ENSRNOG00000056317",0
"ENSRNOG00000038955",37
"ENSRNOG00000065120",548
"ENSRNOG00000063115",609
"ENSRNOG00000066709",0
"ENSRNOG00000063272",0
"ENSRNOG00000062623",0
"ENSRNOG00000070893",0
"ENSRNOG00000061115",0
"ENSRNOG00000012016",1073
"ENSRNOG00000068584",0
"ENSRNOG00000058981",0
"ENSRNOG00000055852",0
"ENSRNOG00000060761",0
"ENSRNOG00000046787",0
"ENSRNOG00000060774",0
"ENSRNOG00000017503",96
"ENSRNOG00000067928",0
"ENSRNOG00000065803",0
"ENSRNOG00000014031",69
"ENSRNOG00000053670",4
"ENSRNOG00000018842",0
"ENSRNOG00000069327",1
"ENSRNOG00000034597",0
"ENSRNOG00000003578",245
"ENSRNOG00000065250",0
"ENSRNOG00000063554",0
"ENSRNOG00000065859",2
"ENSRNOG00000063765",0
"ENSRNOG00000061627",0
"ENSRNOG00000066649",27
"ENSRNOG00000066897",0
"ENSRNOG00000052137",0
"ENSRNOG00000025324",582
"ENSRNOG00000058986",0
"ENSRNOG00000066774",6
"ENSRNOG00000020423",1537
"ENSRNOG00000063799",15
"ENSRNOG00000057114",0
"ENSRNOG00000045895",319
"ENSRNOG00000069919",38
"ENSRNOG00000066317",0
"ENSRNOG00000066466",31
"ENSRNOG00000063313",3203
"ENSRNOG00000054381",0
"ENSRNOG00000063195",0
"ENSRNOG00000066439",8
"ENSRNOG00000052496",0
"ENSRNOG00000065652",0
"ENSRNOG00000056684",0
"ENSRNOG00000064669",5
"ENSRNOG00000065471",0
"ENSRNOG00000061030",0
"ENSRNOG00000064474",0
"ENSRNOG00000068178",0
"ENSRNOG00000071191",0
"ENSRNOG00000067429",4
"ENSRNOG00000070005",0
"ENSRNOG00000069653",215
"ENSRNOG00000056510",0
"ENSRNOG00000066321",21
"ENSRNOG00000056808",0
"ENSRNOG00000070403",0
"ENSRNOG00000069021",0
"ENSRNOG00000013180",381
"ENSRNOG00000070237",0
"ENSRNOG00000067322",0
"ENSRNOG00000028381",0
"ENSRNOG00000013116",0
"ENSRNOG00000061564",13
"ENSRNOG00000058384",0
"ENSRNOG00000019995",214
"ENSRNOG00000057317",0
"ENSRNOG00000031591",3
"ENSRNOG00000068747",214
"ENSRNOG00000051715",0
"ENSRNOG00000062559",8
"ENSRNOG00000011853",986
"ENSRNOG00000061580",0
"ENSRNOG00000047436",17
"ENSRNOG00000019695",93
"ENSRNOG00000064788",5
"ENSRNOG00000053549",0
"ENSRNOG00000068478",40
"ENSRNOG00000061074",0
"ENSRNOG00000063634",28
"ENSRNOG00000063513",13
"ENSRNOG00000059171",2
"ENSRNOG00000039463",94
"ENSRNOG00000061205",0
"ENSRNOG00000019643",252
"ENSRNOG00000070478",0
"ENSRNOG00000058148",4
"ENSRNOG00000066492",1
"ENSRNOG00000055561",0
"ENSRNOG00000068149",4
"ENSRNOG00000054799",0
"ENSRNOG00000016879",708
"ENSRNOG00000066558",0
"ENSRNOG00000039593",20
"ENSRNOG00000051481",1
"ENSRNOG00000064107",34
"ENSRNOG00000011271",865
"ENSRNOG00000067754",3
"ENSRNOG00000060097",0
"ENSRNOG00000060797",0
"ENSRNOG00000062545",10
"ENSRNOG00000054058",471
"ENSRNOG00000048704",186
"ENSRNOG00000058091",0
"ENSRNOG00000069131",0
"ENSRNOG00000066114",0
"ENSRNOG00000059035",0
"ENSRNOG00000068859",209
"ENSRNOG00000053295",0
"ENSRNOG00000063977",0
"ENSRNOG00000056815",0
"ENSRNOG00000056920",0
"ENSRNOG00000032873",0
"ENSRNOG00000066933",15
"ENSRNOG00000056405",0
"ENSRNOG00000063673",20
"ENSRNOG00000052234",1
"ENSRNOG00000061285",0
"ENSRNOG00000035926",0
"ENSRNOG00000064751",0
"ENSRNOG00000064928",0
"ENSRNOG00000065577",0
"ENSRNOG00000018735",122
"ENSRNOG00000071215",0
"ENSRNOG00000060679",0
"ENSRNOG00000016698",240
"ENSRNOG00000019450",724
"ENSRNOG00000067206",0
"ENSRNOG00000068060",21
"ENSRNOG00000068154",0
"ENSRNOG00000064030",0
"ENSRNOG00000057068",0
"ENSRNOG00000062598",612
"ENSRNOG00000058936",0
"ENSRNOG00000068618",0
"ENSRNOG00000055927",0
"ENSRNOG00000042137",152
"ENSRNOG00000047186",4
"ENSRNOG00000053417",0
"ENSRNOG00000071083",8
"ENSRNOG00000066944",0
"ENSRNOG00000057598",0
"ENSRNOG00000054858",0
"ENSRNOG00000067857",3
"ENSRNOG00000070786",2
"ENSRNOG00000064768",0
"ENSRNOG00000045844",532
"ENSRNOG00000065428",0
"ENSRNOG00000053481",0
"ENSRNOG00000055276",0
"ENSRNOG00000039241",171
"ENSRNOG00000054926",1
"ENSRNOG00000061017",0
"ENSRNOG00000068742",0
"ENSRNOG00000026108",1627
"ENSRNOG00000069613",6
"ENSRNOG00000019525",3645
"ENSRNOG00000062470",144
"ENSRNOG00000039251",0
"ENSRNOG00000065879",0
"ENSRNOG00000066797",0
"ENSRNOG00000067687",152
"ENSRNOG00000066557",67
"ENSRNOG00000003950",5
"ENSRNOG00000019305",107
"ENSRNOG00000062995",0
"ENSRNOG00000064307",0
"ENSRNOG00000062721",573
"ENSRNOG00000060302",0
"ENSRNOG00000005796",5403
"ENSRNOG00000062510",0
"ENSRNOG00000069336",0
"ENSRNOG00000066854",502
"ENSRNOG00000000157",146
"ENSRNOG00000070938",73
"ENSRNOG00000020204",93
"ENSRNOG00000065669",3
"ENSRNOG00000019134",1
"ENSRNOG00000068121",26
"ENSRNOG00000062486",73
"ENSRNOG00000003829",395
"ENSRNOG00000047085",6
"ENSRNOG00000070699",0
"ENSRNOG00000020167",4749
"ENSRNOG00000064699",3
"ENSRNOG00000068881",0
"ENSRNOG00000022009",1
"ENSRNOG00000004033",34
"ENSRNOG00000020118",6
"ENSRNOG00000070011",1731
"ENSRNOG00000014376",0
"ENSRNOG00000018646",805
"ENSRNOG00000062435",0
"ENSRNOG00000069808",4
"ENSRNOG00000070090",54
"ENSRNOG00000019826",109
"ENSRNOG00000019422",2469
"ENSRNOG00000018849",1064
"ENSRNOG00000042716",0
"ENSRNOG00000020024",81
"ENSRNOG00000052665",0
"ENSRNOG00000068493",0
"ENSRNOG00000038793",0
"ENSRNOG00000019177",0
"ENSRNOG00000043250",0
"ENSRNOG00000065920",0
"ENSRNOG00000017840",437
"ENSRNOG00000042727",2
"ENSRNOG00000018712",11
"ENSRNOG00000016467",257
"ENSRNOG00000010440",33
"ENSRNOG00000019217",12
"ENSRNOG00000002697",446
"ENSRNOG00000018851",8
"ENSRNOG00000068793",0
"ENSRNOG00000018648",301
"ENSRNOG00000055527",1
"ENSRNOG00000015777",611
"ENSRNOG00000019875",391
"ENSRNOG00000033099",0
"ENSRNOG00000038784",13
"ENSRNOG00000012852",391
"ENSRNOG00000069286",2179
"ENSRNOG00000015806",0
"ENSRNOG00000017816",0
"ENSRNOG00000020340",370
"ENSRNOG00000051965",1842
"ENSRNOG00000056435",160
"ENSRNOG00000063574",0
"ENSRNOG00000038592",5
"ENSRNOG00000024066",168
"ENSRNOG00000013073",0
"ENSRNOG00000018053",664
"ENSRNOG00000024426",2
"ENSRNOG00000058856",108
"ENSRNOG00000051817",0
"ENSRNOG00000030156",0
"ENSRNOG00000067712",0
"ENSRNOG00000014585",13
"ENSRNOG00000025590",0
"ENSRNOG00000022955",0
"ENSRNOG00000019934",142
"ENSRNOG00000015895",311
"ENSRNOG00000061695",6
"ENSRNOG00000024104",105
"ENSRNOG00000014503",0
"ENSRNOG00000017852",1643
"ENSRNOG00000003958",255
"ENSRNOG00000016043",0
"ENSRNOG00000023376",930
"ENSRNOG00000028712",0
"ENSRNOG00000016532",354
"ENSRNOG00000018425",951
"ENSRNOG00000020468",55
"ENSRNOG00000039325",0
"ENSRNOG00000016207",506
"ENSRNOG00000014988",0
"ENSRNOG00000029096",0
"ENSRNOG00000067741",21659
"ENSRNOG00000015332",294
"ENSRNOG00000038957",0
"ENSRNOG00000046744",101
"ENSRNOG00000028677",302
"ENSRNOG00000061507",3
"ENSRNOG00000018692",0
"ENSRNOG00000065095",322
"ENSRNOG00000063041",0
"ENSRNOG00000042387",127
"ENSRNOG00000015113",25
"ENSRNOG00000063575",9
"ENSRNOG00000050226",11
"ENSRNOG00000026324",45
"ENSRNOG00000033808",3
"ENSRNOG00000030321",39
"ENSRNOG00000013622",161
"ENSRNOG00000024428",321
"ENSRNOG00000034073",0
"ENSRNOG00000025502",0
"ENSRNOG00000004661",0
"ENSRNOG00000016671",833
"ENSRNOG00000012111",52
"ENSRNOG00000014089",242
"ENSRNOG00000068190",73
"ENSRNOG00000017421",0
"ENSRNOG00000031244",4442
"ENSRNOG00000029958",2454
"ENSRNOG00000017036",187
"ENSRNOG00000016409",0
"ENSRNOG00000063474",0
"ENSRNOG00000030649",0
"ENSRNOG00000014614",718
"ENSRNOG00000030439",65
"ENSRNOG00000014981",483
"ENSRNOG00000000113",66
"ENSRNOG00000030364",1767
"ENSRNOG00000039596",30
"ENSRNOG00000017116",1205
"ENSRNOG00000034237",2982
"ENSRNOG00000018359",453
"ENSRNOG00000049681",1661
"ENSRNOG00000018680",151
"ENSRNOG00000018914",718
"ENSRNOG00000024241",744
"ENSRNOG00000015401",1
"ENSRNOG00000046154",188
"ENSRNOG00000069511",0
"ENSRNOG00000026023",216
"ENSRNOG00000015867",0
"ENSRNOG00000016036",468
"ENSRNOG00000018305",0
"ENSRNOG00000066011",0
"ENSRNOG00000025687",0
"ENSRNOG00000017333",0
"ENSRNOG00000018653",184
"ENSRNOG00000022364",0
"ENSRNOG00000018775",813
"ENSRNOG00000019365",11
"ENSRNOG00000020309",5
"ENSRNOG00000020478",0
"ENSRNOG00000012405",426
"ENSRNOG00000028703",1122
"ENSRNOG00000025489",3
"ENSRNOG00000015301",548
"ENSRNOG00000060281",0
"ENSRNOG00000061675",0
"ENSRNOG00000020492",11
"ENSRNOG00000024008",59
"ENSRNOG00000020384",1467
"ENSRNOG00000052628",1
"ENSRNOG00000020261",592
"ENSRNOG00000062351",0
"ENSRNOG00000068914",7121
"ENSRNOG00000017181",86
"ENSRNOG00000029939",3185
"ENSRNOG00000016632",0
"ENSRNOG00000043304",375
"ENSRNOG00000066505",2577
"ENSRNOG00000016928",0
"ENSRNOG00000050200",1476
"ENSRNOG00000024470",1600
"ENSRNOG00000062986",2
"ENSRNOG00000019093",1
"ENSRNOG00000024952",189
"ENSRNOG00000016526",0
"ENSRNOG00000019063",418
"ENSRNOG00000016944",0
"ENSRNOG00000067851",1
"ENSRNOG00000020157",0
"ENSRNOG00000018818",833
"ENSRNOG00000047924",12
"ENSRNOG00000026050",72
"ENSRNOG00000018694",5
"ENSRNOG00000014630",183
"ENSRNOG00000018006",0
"ENSRNOG00000015582",117
"ENSRNOG00000069557",0
"ENSRNOG00000064875",26
"ENSRNOG00000017819",205
"ENSRNOG00000018387",664
"ENSRNOG00000014096",2339
"ENSRNOG00000016999",0
"ENSRNOG00000065110",1
"ENSRNOG00000024640",2
"ENSRNOG00000017410",0
"ENSRNOG00000069089",0
"ENSRNOG00000070983",2533
"ENSRNOG00000019618",981
"ENSRNOG00000018505",81
"ENSRNOG00000017718",115
"ENSRNOG00000017571",153
"ENSRNOG00000019575",74
"ENSRNOG00000017788",0
"ENSRNOG00000017251",613
"ENSRNOG00000017493",1022
"ENSRNOG00000039415",91
"ENSRNOG00000067168",9
"ENSRNOG00000016894",1
"ENSRNOG00000028105",415
"ENSRNOG00000019976",14
"ENSRNOG00000066807",0
"ENSRNOG00000017610",643
"ENSRNOG00000045637",1575
"ENSRNOG00000047213",942
"ENSRNOG00000014104",8
"ENSRNOG00000013562",2079
"ENSRNOG00000032878",1637
"ENSRNOG00000031197",278
"ENSRNOG00000068869",0
"ENSRNOG00000014564",678
"ENSRNOG00000069221",0
"ENSRNOG00000013920",53
"ENSRNOG00000053112",0
"ENSRNOG00000014527",0
"ENSRNOG00000022691",0
"ENSRNOG00000019688",909
"ENSRNOG00000018140",471
"ENSRNOG00000050414",106
"ENSRNOG00000013851",1720
"ENSRNOG00000021918",225
"ENSRNOG00000039250",0
"ENSRNOG00000013766",730
"ENSRNOG00000019265",0
"ENSRNOG00000028902",0
"ENSRNOG00000068205",0
"ENSRNOG00000017729",399
"ENSRNOG00000018342",703
"ENSRNOG00000018770",283
"ENSRNOG00000017453",253
"ENSRNOG00000043171",158
"ENSRNOG00000027230",7
"ENSRNOG00000018516",192
"ENSRNOG00000063768",2
"ENSRNOG00000067472",604
"ENSRNOG00000016681",0
"ENSRNOG00000017215",216
"ENSRNOG00000062247",1500
"ENSRNOG00000021381",11
"ENSRNOG00000033588",1
"ENSRNOG00000054118",434
"ENSRNOG00000012176",26
"ENSRNOG00000017067",95
"ENSRNOG00000048824",0
"ENSRNOG00000020119",4
"ENSRNOG00000017032",6595
"ENSRNOG00000016987",1
"ENSRNOG00000066960",0
"ENSRNOG00000011225",81
"ENSRNOG00000052894",807
"ENSRNOG00000029466",49
"ENSRNOG00000015275",34
"ENSRNOG00000017146",175
"ENSRNOG00000026912",0
"ENSRNOG00000065450",2
"ENSRNOG00000063467",0
"ENSRNOG00000016753",0
"ENSRNOG00000061474",611
"ENSRNOG00000061714",3
"ENSRNOG00000053370",779
"ENSRNOG00000016654",0
"ENSRNOG00000055157",311
"ENSRNOG00000016208",1516
"ENSRNOG00000055647",191
"ENSRNOG00000057774",770
"ENSRNOG00000059055",0
"ENSRNOG00000016246",941
"ENSRNOG00000016239",363
"ENSRNOG00000016258",757
"ENSRNOG00000013654",0
"ENSRNOG00000027739",0
"ENSRNOG00000014006",0
"ENSRNOG00000015448",1
"ENSRNOG00000070068",498
"ENSRNOG00000015142",54
"ENSRNOG00000038225",12
"ENSRNOG00000067088",11
"ENSRNOG00000043357",176
"ENSRNOG00000063816",0
"ENSRNOG00000016516",6
"ENSRNOG00000038241",0
"ENSRNOG00000059215",178
"ENSRNOG00000053640",0
"ENSRNOG00000032039",961
"ENSRNOG00000038190",0
"ENSRNOG00000026116",0
"ENSRNOG00000045740",709
"ENSRNOG00000038212",272
"ENSRNOG00000038197",0
"ENSRNOG00000016303",708
"ENSRNOG00000038200",99
"ENSRNOG00000039152",0
"ENSRNOG00000016695",189
"ENSRNOG00000063111",0
"ENSRNOG00000071201",0
"ENSRNOG00000025420",2
"ENSRNOG00000038766",1594
"ENSRNOG00000019931",0
"ENSRNOG00000035501",76
"ENSRNOG00000005911",1
"ENSRNOG00000035569",0
"ENSRNOG00000045722",0
"ENSRNOG00000036417",0
"ENSRNOG00000062839",16
"ENSRNOG00000012428",269
"ENSRNOG00000014097",499
"ENSRNOG00000049334",1
"ENSRNOG00000035597",0
"ENSRNOG00000041787",0
"ENSRNOG00000042983",1071
"ENSRNOG00000035609",0
"ENSRNOG00000045556",0
"ENSRNOG00000036416",0
"ENSRNOG00000070420",0
"ENSRNOG00000035643",1
"ENSRNOG00000016971",169
"ENSRNOG00000055568",139
"ENSRNOG00000035644",0
"ENSRNOG00000064690",22
"ENSRNOG00000062604",0
"ENSRNOG00000022593",1092
"ENSRNOG00000013216",197
"ENSRNOG00000070043",17
"ENSRNOG00000038741",0
"ENSRNOG00000005747",8
"ENSRNOG00000015690",0
"ENSRNOG00000062825",900
"ENSRNOG00000066493",2
"ENSRNOG00000005729",0
"ENSRNOG00000050034",3
"ENSRNOG00000055446",3176
"ENSRNOG00000003853",331
"ENSRNOG00000005619",0
"ENSRNOG00000005533",10
"ENSRNOG00000018884",1091
"ENSRNOG00000033226",24
"ENSRNOG00000003755",0
"ENSRNOG00000013465",19
"ENSRNOG00000064376",2
"ENSRNOG00000039001",2
"ENSRNOG00000014371",5527
"ENSRNOG00000019482",375
"ENSRNOG00000039079",0
"ENSRNOG00000017546",10
"ENSRNOG00000014124",1
"ENSRNOG00000016245",28
"ENSRNOG00000015253",124
"ENSRNOG00000016224",73
"ENSRNOG00000063609",162
"ENSRNOG00000018668",3830
"ENSRNOG00000014626",325
"ENSRNOG00000053623",4
"ENSRNOG00000065861",543
"ENSRNOG00000021521",2
"ENSRNOG00000003479",866
"ENSRNOG00000020129",2354
"ENSRNOG00000062467",0
"ENSRNOG00000028501",916
"ENSRNOG00000034007",383
"ENSRNOG00000005257",1056
"ENSRNOG00000011728",1550
"ENSRNOG00000015063",90
"ENSRNOG00000011991",311
"ENSRNOG00000018296",165
"ENSRNOG00000069574",0
"ENSRNOG00000018345",1671
"ENSRNOG00000049784",532
"ENSRNOG00000015588",513
"ENSRNOG00000014668",309
"ENSRNOG00000014658",0
"ENSRNOG00000068690",21
"ENSRNOG00000020344",161
"ENSRNOG00000014415",2410
"ENSRNOG00000005115",113
"ENSRNOG00000003439",120
"ENSRNOG00000016190",341
"ENSRNOG00000017953",37
"ENSRNOG00000028176",122
"ENSRNOG00000011296",116
"ENSRNOG00000015746",0
"ENSRNOG00000011829",167
"ENSRNOG00000052310",10
"ENSRNOG00000025796",179
"ENSRNOG00000019140",347
"ENSRNOG00000011422",367
"ENSRNOG00000000010",0
"ENSRNOG00000045541",4
"ENSRNOG00000066994",0
"ENSRNOG00000011535",492
"ENSRNOG00000006747",851
"ENSRNOG00000026964",41
"ENSRNOG00000024182",0
"ENSRNOG00000003461",179
"ENSRNOG00000053895",49
"ENSRNOG00000017209",12
"ENSRNOG00000015179",176
"ENSRNOG00000015242",262
"ENSRNOG00000011697",1313
"ENSRNOG00000013178",698
"ENSRNOG00000000262",201
"ENSRNOG00000006741",1
"ENSRNOG00000026791",0
"ENSRNOG00000016509",946
"ENSRNOG00000024101",653
"ENSRNOG00000019859",181
"ENSRNOG00000049456",0
"ENSRNOG00000013152",312
"ENSRNOG00000031439",11487
"ENSRNOG00000051986",43
"ENSRNOG00000015077",163
"ENSRNOG00000019068",6
"ENSRNOG00000018228",431
"ENSRNOG00000003864",416
"ENSRNOG00000070954",0
"ENSRNOG00000018445",22
"ENSRNOG00000019098",0
"ENSRNOG00000015625",39
"ENSRNOG00000018480",1
"ENSRNOG00000019024",0
"ENSRNOG00000011618",59
"ENSRNOG00000017932",2038
"ENSRNOG00000027022",157
"ENSRNOG00000011671",18
"ENSRNOG00000042888",177
"ENSRNOG00000015666",0
"ENSRNOG00000016278",0
"ENSRNOG00000011879",4885
"ENSRNOG00000054284",506
"ENSRNOG00000013014",172
"ENSRNOG00000015121",1351
"ENSRNOG00000015641",20
"ENSRNOG00000012342",0
"ENSRNOG00000015708",1312
"ENSRNOG00000013376",111
"ENSRNOG00000015459",496
"ENSRNOG00000018033",698
"ENSRNOG00000015974",138
"ENSRNOG00000068583",1
"ENSRNOG00000062375",553
"ENSRNOG00000028904",387
"ENSRNOG00000019757",0
"ENSRNOG00000015335",1442
"ENSRNOG00000011180",102
"ENSRNOG00000051461",238
"ENSRNOG00000033133",92
"ENSRNOG00000015800",58
"ENSRNOG00000018836",21709
"ENSRNOG00000016631",162
"ENSRNOG00000017879",1197
"ENSRNOG00000064019",248
"ENSRNOG00000016706",131
"ENSRNOG00000045626",3
"ENSRNOG00000018404",3726
"ENSRNOG00000018784",0
"ENSRNOG00000015534",353
"ENSRNOG00000003496",298
"ENSRNOG00000042274",319
"ENSRNOG00000016920",1
"ENSRNOG00000055097",6
"ENSRNOG00000050028",3
"ENSRNOG00000055046",1
"ENSRNOG00000013007",0
"ENSRNOG00000033819",1
"ENSRNOG00000028320",0
"ENSRNOG00000015843",1418
"ENSRNOG00000033487",0
"ENSRNOG00000019817",111
"ENSRNOG00000020351",588
"ENSRNOG00000067274",441
"ENSRNOG00000023920",1
"ENSRNOG00000033224",199
"ENSRNOG00000013970",176
"ENSRNOG00000069342",0
"ENSRNOG00000017467",398
"ENSRNOG00000019109",413
"ENSRNOG00000015144",1186
"ENSRNOG00000015880",354
"ENSRNOG00000067354",0
"ENSRNOG00000029317",1
"ENSRNOG00000018582",38
"ENSRNOG00000038057",0
"ENSRNOG00000016422",1
"ENSRNOG00000059579",440
"ENSRNOG00000017431",235
"ENSRNOG00000054625",1129
"ENSRNOG00000032602",0
"ENSRNOG00000038193",0
"ENSRNOG00000033345",0
"ENSRNOG00000017690",15
"ENSRNOG00000028578",0
"ENSRNOG00000070694",151
"ENSRNOG00000028652",0
"ENSRNOG00000043077",412
"ENSRNOG00000016001",792
"ENSRNOG00000062740",0
"ENSRNOG00000029134",199
"ENSRNOG00000047446",1461
"ENSRNOG00000025231",27
"ENSRNOG00000019766",183
"ENSRNOG00000047125",20
"ENSRNOG00000062793",993
"ENSRNOG00000019456",2213
"ENSRNOG00000051278",43
"ENSRNOG00000051482",28
"ENSRNOG00000065196",2
"ENSRNOG00000069493",0
"ENSRNOG00000027954",0
"ENSRNOG00000057392",0
"ENSRNOG00000067657",92
"ENSRNOG00000021714",1
"ENSRNOG00000069871",10
"ENSRNOG00000047294",0
"ENSRNOG00000068994",0
"ENSRNOG00000066450",0
"ENSRNOG00000071092",0
"ENSRNOG00000062849",259
"ENSRNOG00000068120",3
"ENSRNOG00000024043",29
"ENSRNOG00000062578",29
"ENSRNOG00000069883",1
"ENSRNOG00000062827",15
"ENSRNOG00000069609",1
"ENSRNOG00000012721",394
"ENSRNOG00000069566",0
"ENSRNOG00000064451",221
"ENSRNOG00000017612",1024
"ENSRNOG00000066750",32
"ENSRNOG00000066423",0
"ENSRNOG00000010712",99
"ENSRNOG00000068744",0
"ENSRNOG00000024452",8
"ENSRNOG00000068191",2
"ENSRNOG00000071212",0
"ENSRNOG00000038239",23
"ENSRNOG00000055320",0
"ENSRNOG00000022303",120
"ENSRNOG00000066292",3
"ENSRNOG00000025860",0
"ENSRNOG00000065722",0
"ENSRNOG00000020379",554
"ENSRNOG00000067929",0
"ENSRNOG00000064167",0
"ENSRNOG00000065200",0
"ENSRNOG00000069101",3
"ENSRNOG00000065895",0
"ENSRNOG00000020391",93
"ENSRNOG00000064495",3
"ENSRNOG00000016088",496
"ENSRNOG00000014761",0
"ENSRNOG00000066992",3
"ENSRNOG00000069551",0
"ENSRNOG00000055482",0
"ENSRNOG00000016854",9
"ENSRNOG00000026211",605
"ENSRNOG00000062413",0
"ENSRNOG00000060758",0
"ENSRNOG00000016257",54
"ENSRNOG00000060296",0
"ENSRNOG00000070939",0
"ENSRNOG00000018382",272
